run,profile,profile_label,seed,initialStateHash,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,stalledBattles,timerOrTurnCaps,scoutAttempts,scoutSuccesses,scoutCharmPurchases,scoutCharmGold,scoutCharmConsumed,scoutCharmWasted,zeroRewardScoutWins,scoutEncountersByStage,scoutSuccessesByStage,fusions,fusionLevelDebt,levelRecoveryBattles,equips,trainingBooks,trainingGold,freeHeals,freeHealPoints,questClaims,questGold,rankClaims,rankGold,battleGold,defeatGoldLost,firstBRankBattle,firstARankBattle,firstSRankBattle,minGold,actions,finalGold,finalHighestLevel,finalPlayerRank,finalOwned,finalDexDiscovered,finalDexScouted,finalParty,finalPartyData,bossesCleared,goldInflow,goldSink,goldSinkRate,charmWasteRate,sourceRandomCalls,scenario
203,balanced,バランス,2220623947,a400b3562e0b878a4533fa7e75649e668caabf700f55d114e00c69b5a4fd5d73,completed,1,,,400,200,40,49,29,20,207,36,13,43,9,1,12,0,0,0,0,0,21,7,0,0,1,1,5,[object Object],[object Object],0,0,0,6,94,5640,49,2772,26,7280,4,750,3790,4496,31,,,80,[object Object],1764,18,5,8,20,8,ヴォルカザード Lv18 / シンダーホーン Lv18,"[object Object],[object Object]",5,11900,10136,0.851764705882353,1,1275,finalist
204,collector,収集・配合,945273016,4c6b6df889f60adaa0801521dd048ee39962f6710c18eaefa183c670f25646e0,completed,1,,,400,200,40,103,63,40,660,68,35,130,9,1,23,0,0,0,0,0,41,9,50,2500,51,34,7,[object Object],[object Object],0,0,0,9,74,4440,103,7130,29,11280,5,1100,8085,10552,,,,80,[object Object],3053,26,6,10,20,10,グルーモス Lv23 / ルミネル Lv26 / ギアビット Lv24,"[object Object],[object Object],[object Object]",5,20545,17492,0.8513993672426381,0.6666666666666666,3475,finalist
205,rush,速攻,3592172379,96b4c0d4cd3d7345c2c392c44094ecb67b1d2a8ed9a0ef41c986d768a66d2a97,stuck,0,tower,boss_retry_cap,400,200,40,116,65,51,435,67,49,161,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,200,12000,116,7570,23,6400,4,750,8006,2938,,,,80,[object Object],298,26,5,3,19,3,トゲホッグ Lv25 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15236,14938,0.9804410606458388,1,2800,finalist
206,balanced,バランス,3544658041,5e1ed4d536224f7667004425e421d44b060b87c575d666619ffffa155fb6c05d,completed,1,,,400,200,40,97,62,35,445,67,30,91,11,1,18,0,0,0,0,0,22,7,0,0,1,1,5,[object Object],[object Object],0,0,0,8,151,9060,97,4297,28,9080,5,1100,7537,5438,,,,80,[object Object],3299,26,6,8,23,8,ルミネル Lv24 / シンドレイク Lv24 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,17797,14498,0.8146316794965444,1,2634,finalist
207,collector,収集・配合,1411519779,bb00f2289c4530fc4f4418c67bf870a3d26b44e1c39b8a87e4711c1b20b64984,completed,1,,,400,200,40,99,62,37,485,70,29,87,12,1,48,0,0,0,0,0,45,11,51,2550,52,40,8,[object Object],[object Object],0,0,0,8,89,5340,99,3528,28,8780,5,1100,7588,8298,33,,,80,[object Object],1360,23,6,12,21,12,シンダーホーン Lv22 / ルミネル Lv23 / リーファウル Lv23,"[object Object],[object Object],[object Object]",5,17548,16188,0.9224982904034648,0.7692307692307693,2814,finalist
208,rush,速攻,1966953029,cce262c5e10ee92c8fd767eb23ba25ca1e63be7161104ff334637ef1c3f32487,stuck,0,tower,boss_retry_cap,400,200,40,109,62,47,399,63,46,159,0,0,7,0,0,0,0,0,5,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,192,11520,109,7378,23,6400,4,750,7735,3177,,,,80,[object Object],268,26,5,3,21,3,アクアン Lv23 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14965,14697,0.9820915469428667,1,2584,finalist
209,balanced,バランス,2877326820,a6052242ae11af272390287b7efd940f0f197f9c5744537bea56917e2a791cd4,completed,1,,,400,200,40,73,44,29,260,55,18,51,5,1,18,0,0,0,0,0,24,7,0,0,1,1,4,[object Object],[object Object],0,0,0,7,160,9600,73,2788,28,10380,4,750,6119,6272,35,,,80,[object Object],1457,24,5,8,21,8,クリスタゴン Lv23 / ギアビット Lv24 / アクアン Lv22,"[object Object],[object Object],[object Object]",5,17329,15872,0.9159212880143113,1,1729,finalist
210,collector,収集・配合,2101130489,2fb269582a90ec0f6dfc8fec158dc26b0ae9cc57330ef27d32328074a5704ce8,completed,1,,,400,200,40,68,37,31,315,53,15,58,10,1,22,0,0,0,0,0,52,14,32,1600,33,22,10,[object Object],[object Object],0,0,0,11,63,3780,68,4739,32,23630,5,1100,5199,17306,36,,,80,[object Object],7323,22,6,15,23,15,クラッグベア Lv18 / シンダーホーン Lv22 / ルーメンオウル Lv18,"[object Object],[object Object],[object Object]",5,30009,22686,0.7559732080375887,0.6666666666666666,1888,finalist
211,rush,速攻,2324803021,931e44bead65082a1b0f4ba68c9c0e910a9f702e95e75e7cfab0fcb6933b4f8c,stuck,0,tower,boss_retry_cap,400,200,40,112,64,48,435,64,48,183,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,187,11220,112,9624,23,6400,4,750,7557,3293,,,,80,[object Object],274,26,5,3,21,3,プフバット Lv24 / ぷるミン Lv26 / つぼみラビ Lv24,"[object Object],[object Object],[object Object]",4,14787,14513,0.9814702103198756,1,2743,finalist
212,balanced,バランス,3017987847,12910a09309509a1525bb90f026d10dd79361a2e68ab0b0fafe6dfd365bccca8,completed,1,,,400,200,40,101,67,34,508,64,37,129,13,1,25,0,0,0,0,0,24,7,0,0,1,1,6,[object Object],[object Object],0,0,0,7,107,6420,101,5829,27,8180,4,750,7337,7587,,,,80,[object Object],2340,24,5,8,20,8,ルミネル Lv23 / リーファウル Lv23 / ドリモール Lv24,"[object Object],[object Object],[object Object]",5,16347,14007,0.856854468709855,1,2910,finalist
213,collector,収集・配合,330740946,c663029663e8ffde2a6fb5c841b2d34bf3033529a3fb04510e2a6ebfa03d47ae,completed,1,,,400,200,40,58,28,30,287,44,14,56,7,1,15,0,0,0,0,0,49,12,23,1150,24,13,9,[object Object],[object Object],0,0,0,9,26,1560,58,3536,31,22780,4,750,4349,15213,33,,,80,[object Object],10036,22,5,13,20,13,グルーモス Lv22 / シンダーホーン Lv22 / クラッグベア Lv15,"[object Object],[object Object],[object Object]",5,27959,17923,0.6410458170893093,0.5416666666666666,1659,finalist
214,rush,速攻,2929533167,f19716b687b58dc04be271ebf6ca3a1e8bc67da300660855ccae4fa8ca7ae1b1,stuck,0,tower,boss_retry_cap,400,200,40,117,66,51,446,67,50,170,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,192,11520,117,8857,23,6400,4,750,7730,3168,,,,80,[object Object],272,26,5,3,20,3,プフバット Lv26 / ペブロン Lv24 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14960,14688,0.9818181818181818,1,2845,finalist
215,balanced,バランス,393534731,0811dc862c502140b8eba5c6226aaa45465a54502d639f45eda3f05c868cc076,completed,1,,,400,200,40,114,74,40,432,77,37,126,9,1,17,0,0,0,0,0,19,7,0,0,1,1,5,[object Object],[object Object],0,0,0,8,185,11100,114,6135,28,9080,5,1100,9093,5884,,,,80,[object Object],2369,27,6,8,23,8,グルーモス Lv26 / アクアン Lv26 / ヒノコぐま Lv27,"[object Object],[object Object],[object Object]",5,19353,16984,0.8775900377202501,1,2814,finalist
216,collector,収集・配合,1639382499,b997e48d8d61ee268b5e3eddc973090aecc30ef870750765586a45a2f9c9af74,completed,1,,,400,200,40,95,59,36,634,65,30,97,14,1,30,0,0,0,0,0,33,12,49,2450,50,40,10,[object Object],[object Object],0,0,0,11,83,4980,95,7816,28,8780,5,1100,7198,7693,,,,80,[object Object],2035,24,6,13,21,13,シンダーホーン Lv23 / ルミネル Lv24 / グルーモス Lv23,"[object Object],[object Object],[object Object]",5,17158,15123,0.8813964331507169,0.8,3256,finalist
217,rush,速攻,4123112161,6d4321b0bdfa83c59c2c29419de1a089309f768c451deafcc9d945088ed14518,stuck,0,tower,boss_retry_cap,400,200,40,112,63,49,412,65,47,158,0,0,7,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,199,11940,112,6876,23,6400,4,750,7685,2688,,,,80,[object Object],287,26,5,3,21,3,トゲホッグ Lv25 / プフバット Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14915,14628,0.9807576265504525,1,2679,finalist
218,balanced,バランス,2938308441,1f3b449afdf9b23eb2fcbbdbec2c5f195a66111a3c9167fd264c9c8bef109b42,completed,1,,,400,200,40,94,61,33,358,63,31,85,11,1,12,0,0,0,0,0,26,6,0,0,1,1,4,[object Object],[object Object],0,0,0,6,133,7980,94,4412,26,7940,5,1100,6920,6358,31,,,80,[object Object],1702,23,6,7,22,7,ルミネル Lv21 / シンドレイク Lv22 / トゲホッグ Lv23,"[object Object],[object Object],[object Object]",5,16040,14338,0.8938902743142144,1,2304,finalist
219,collector,収集・配合,951388773,4bbd8e792791b7bbd305dc396cfd265a3ef80e943773e7e3d962a8268fd1534d,completed,1,,,400,200,40,103,65,38,566,71,32,105,11,1,37,0,0,0,0,0,23,10,52,2600,53,44,8,[object Object],[object Object],0,0,0,9,77,4620,103,5299,28,8780,5,1100,7082,7812,,,,80,[object Object],2010,23,6,11,23,11,ルーメンオウル Lv21 / グルーモス Lv23 / シンドレイク Lv22,"[object Object],[object Object],[object Object]",5,17042,15032,0.882056096702265,0.8301886792452831,3027,finalist
220,rush,速攻,3409028924,04f0a057f0251f7e6283c99832fb5a8e52463deae49b4ed042ef05f262ebad21,stuck,0,tower,boss_retry_cap,400,200,40,118,69,49,450,65,53,194,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,183,10980,118,8820,23,6400,4,750,7582,3557,,,,80,[object Object],275,25,5,3,22,3,プフバット Lv24 / リーフリン Lv25 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",4,14812,14537,0.9814339724547664,1,2868,finalist
221,balanced,バランス,916687394,b33a7999ad3ef740715bb3ba9e07408896f40531ecda75a8a1a61afc6978010e,completed,1,,,400,200,40,62,38,24,255,45,17,50,8,1,17,0,0,0,0,0,19,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,111,6660,62,2942,27,8180,4,750,4770,5723,,,,80,[object Object],1397,20,5,8,21,8,クリスタゴン Lv20 / アクアン Lv19 / ヒノコぐま Lv20,"[object Object],[object Object],[object Object]",5,13780,12383,0.8986211901306241,1,1582,finalist
222,collector,収集・配合,1481346721,5a56f4914e883c7b30a607ba0c1f7815e267bb9ffca7553ab1802e6b3ed3d722,completed,1,,,400,200,40,102,66,36,552,65,37,126,9,1,23,0,0,0,0,0,33,8,48,2400,49,37,6,[object Object],[object Object],0,0,0,8,56,3360,102,8023,27,8180,4,750,6531,7955,,,,80,[object Object],1826,21,5,9,23,9,クリスタゴン Lv21 / グルーモス Lv19 / ギアビット Lv21,"[object Object],[object Object],[object Object]",5,15541,13715,0.8825043433498488,0.7551020408163265,3051,finalist
223,rush,速攻,1119134275,f549594fbdf844d14c7c97c11135765e071b79faaa955966d00ef243444f2495,stuck,0,tower,boss_retry_cap,400,200,40,119,67,52,480,68,51,189,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,193,11580,119,10929,23,6400,4,750,7979,3380,,,,80,[object Object],249,26,5,3,23,3,リーフリン Lv26 / つぼみラビ Lv24 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15209,14960,0.9836281149319482,1,2993,finalist
224,balanced,バランス,2117093556,bc34dc97002996e2e5f8098a637e84914465358f2ed00286142cb0229ced5bef,completed,1,,,400,200,40,63,38,25,282,44,19,77,13,1,13,0,0,0,0,0,32,7,0,0,1,1,6,[object Object],[object Object],0,0,0,8,114,6840,63,4298,27,8180,4,750,4514,5239,,,,80,[object Object],1445,21,5,8,22,8,クラッグベア Lv18 / リーファウル Lv20 / トゲホッグ Lv21,"[object Object],[object Object],[object Object]",5,13524,12079,0.8931529133392487,1,1699,finalist
225,collector,収集・配合,3192641620,5a36c48664a0b33466414689782614932742340cb913f454a7593dbb5ec16805,completed,1,,,400,200,40,88,52,36,461,58,30,106,8,1,21,0,0,0,0,0,42,11,42,2100,43,32,9,[object Object],[object Object],0,0,0,9,72,4320,88,4487,28,8780,4,750,5929,7899,,,,80,[object Object],1220,22,5,12,19,12,ルミネル Lv22 / クリスタゴン Lv21 / グルーモス Lv21,"[object Object],[object Object],[object Object]",5,15539,14319,0.9214878692322543,0.7441860465116279,2615,finalist
226,rush,速攻,3923422687,fde124f619a310aea484fb3592bee6ad49220cdf56518c7cb203f5c259ae8ab8,stuck,0,tower,boss_retry_cap,400,200,40,124,69,55,433,71,53,155,0,0,7,0,0,0,0,0,6,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,197,11820,124,7301,23,6400,4,750,8031,3165,,,,80,[object Object],276,26,5,3,23,3,ギアビット Lv23 / リーフリン Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15261,14985,0.9819146844898762,1,2881,finalist
227,balanced,バランス,2142730889,8e33e2ac0d299c256039ff8d55698fc2b3ad8c208be562587698ab3a029ccecf,completed,1,,,400,200,40,75,46,29,328,56,19,61,12,1,14,0,0,0,0,0,21,6,0,0,1,1,5,[object Object],[object Object],0,0,0,6,157,9420,75,3133,28,10380,4,750,6137,4736,,,,80,[object Object],3191,23,5,7,20,7,ルミネル Lv22 / シンドレイク Lv23 / トゲホッグ Lv23,"[object Object],[object Object],[object Object]",5,17347,14156,0.8160488845333487,1,2000,finalist
228,collector,収集・配合,1694409322,af72e4cb1b159f6575ae4c6db7c284356ecf274323f2ce8a94543f058a372ad8,completed,1,,,400,200,40,104,66,38,574,72,32,88,9,1,26,0,0,0,0,0,43,10,53,2650,54,39,7,[object Object],[object Object],0,0,0,8,92,5520,104,4852,28,8780,5,1100,7702,8142,47,,,80,[object Object],1350,24,6,11,24,11,グルーモス Lv22 / ルミネル Lv24 / アクアン Lv23,"[object Object],[object Object],[object Object]",5,17662,16312,0.9235647152077907,0.7222222222222222,3201,finalist
229,rush,速攻,2356305231,6b0b0e3f9664e14bb59534d0219427fda59fb0094ce7c5f8592f492627ba65de,completed,1,,,400,200,40,105,61,44,339,60,45,138,0,0,7,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,152,9120,105,4426,24,7200,4,750,7182,3640,,,,80,[object Object],2452,25,5,3,21,3,グルーモス Lv23 / トゲホッグ Lv24 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",5,15212,12760,0.8388114646331843,1,2334,finalist
230,balanced,バランス,700088754,3c3284b6753f00d43501263c6b6a3dfcd49940820653ab6ebd3285cedd23ba2c,completed,1,,,400,200,40,54,34,20,236,40,14,35,10,1,19,0,0,0,0,0,32,7,0,0,1,1,4,[object Object],[object Object],0,0,0,7,99,5940,54,3076,27,8180,4,750,4293,5212,22,,,80,[object Object],2151,20,5,8,19,8,タイダルセラフ Lv20 / グルーモス Lv19,"[object Object],[object Object]",5,13303,11152,0.8383071487634368,1,1434,finalist
231,collector,収集・配合,1935490678,004dea76e2cb20b1e3e58da18b72b20e4ea243724f9f31a7dd6c154cae0180a2,completed,1,,,400,200,40,115,73,42,590,78,37,114,8,1,73,0,1,0,0,0,46,11,61,3050,62,46,9,[object Object],[object Object],0,0,0,10,86,5160,115,3315,29,10980,5,1100,7892,9465,40,,,80,[object Object],2377,23,6,12,21,12,ルーメンオウル Lv23 / グルーモス Lv23 / ルミネル Lv23,"[object Object],[object Object],[object Object]",5,20052,17675,0.8814582086574905,0.7419354838709677,3306,finalist
232,rush,速攻,968062037,2756138bedc6a79549a40bce5aca6bd48b237b54a0697f437c22a22005254773,stuck,0,tower,boss_retry_cap,400,200,40,122,70,52,454,68,54,197,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,197,11820,122,9303,23,6400,4,750,7927,3073,,,,80,[object Object],264,26,5,3,23,3,プフバット Lv24 / つぼみラビ Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15157,14893,0.9825823052055156,1,2933,finalist
233,balanced,バランス,139578078,ff95ac7a7d327f61425d4ac72bd27558af4e2427b98dcc37f2c545f2d295df48,completed,1,,,400,200,40,61,37,24,227,44,17,57,7,1,16,0,0,0,0,0,13,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,110,6600,61,2839,27,8180,4,750,4539,5483,,,,80,[object Object],1466,22,5,8,21,8,ルーメンオウル Lv21 / ギアビット Lv21 / ドリモール Lv22,"[object Object],[object Object],[object Object]",5,13549,12083,0.8918001328511329,1,1493,finalist
234,collector,収集・配合,3632040397,b78fb3c2c1c92b97f4edecef018cd532dfeb9351bbbdbc6d92c678ea3929c489,completed,1,,,400,200,40,55,28,27,263,43,12,54,6,1,11,0,0,0,0,0,49,13,23,1150,24,14,10,[object Object],[object Object],0,0,0,11,49,2940,55,4832,31,22780,4,750,4666,14975,22,,,80,[object Object],9211,23,5,14,19,14,ルーメンオウル Lv21 / シンダーホーン Lv23 / クラッグベア Lv18,"[object Object],[object Object],[object Object]",5,28276,19065,0.6742467109916537,0.5833333333333334,1557,finalist
235,rush,速攻,2722826951,fa62f95a69f79d01f767eb20ca9d3308a62a8176c2ab4382191c96cc03d230ed,stuck,0,tower,boss_retry_cap,400,200,40,116,66,50,400,66,50,160,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,189,11340,116,6243,23,6400,4,750,7716,3317,,,,80,[object Object],289,26,5,3,19,3,トゲホッグ Lv25 / プフバット Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14946,14657,0.98066372273518,1,2698,finalist
236,balanced,バランス,2839219216,f101cf84bf021bc927f1304f789825ae679de2a2e6eefbbcb20966ed036048aa,completed,1,,,400,200,40,94,61,33,337,63,31,105,14,1,11,0,0,0,0,0,22,8,0,0,1,1,6,[object Object],[object Object],0,0,0,9,122,7320,94,5246,27,8180,4,750,7640,6941,,,,80,[object Object],2389,24,5,9,22,9,クリスタゴン Lv23 / ギアビット Lv23 / トゲホッグ Lv24,"[object Object],[object Object],[object Object]",5,16650,14261,0.8565165165165165,1,2249,finalist
237,collector,収集・配合,3288958058,61be8b191653e95a94225b374f2b86c91008719d173f3b8b284a3840c8cd44df,completed,1,,,400,200,40,105,66,39,695,75,30,113,9,1,29,0,0,0,0,0,44,13,55,2750,56,45,10,[object Object],[object Object],0,0,0,10,118,7080,105,7433,30,11880,5,1100,8864,10417,36,,,80,[object Object],1677,25,6,14,20,14,グルーモス Lv25 / ルミネル Lv25 / リーファウル Lv25,"[object Object],[object Object],[object Object]",5,21924,20247,0.9235084838533114,0.8035714285714286,3616,finalist
238,rush,速攻,901722318,8936abcf68251e68ba9a4cc3df592c9f8694de7adad29838b09b7c75457e30e8,stuck,0,tower,boss_retry_cap,400,200,40,123,71,52,457,68,55,192,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,196,11760,123,7975,23,6400,4,750,8021,3172,,,,80,[object Object],319,26,5,3,20,3,プフバット Lv25 / リーフリン Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15251,14932,0.9790833387974559,1,2958,finalist
239,balanced,バランス,1546452828,85bed350f43014b8f526919da2c1543ba2997b43651ec2e94f1b790a451bbaf1,completed,1,,,400,200,40,123,80,43,517,79,44,142,12,1,21,0,0,0,0,0,19,5,0,0,1,1,5,[object Object],[object Object],0,0,0,6,163,9780,123,4813,27,8840,5,1100,9214,7045,,,,80,[object Object],2409,27,6,6,22,6,グルーモス Lv27 / アクアン Lv26 / トゲホッグ Lv27,"[object Object],[object Object],[object Object]",5,19234,16825,0.8747530414890299,1,3177,finalist
240,collector,収集・配合,904781684,80495d5309087e3d45ea55894ffe51f77cbf5edf710d5c8024da9381b0c08fc5,completed,1,,,400,200,40,115,73,42,822,80,35,126,15,1,31,0,0,0,0,0,44,12,60,3000,61,49,9,[object Object],[object Object],0,0,0,9,81,4860,115,8955,30,11880,5,1100,8806,11152,27,,,80,[object Object],2854,26,6,13,24,13,グルーモス Lv23 / ルミネル Lv24 / シンドレイク Lv26,"[object Object],[object Object],[object Object]",5,21866,19012,0.8694777279795116,0.8032786885245902,4101,finalist
241,rush,速攻,21210235,ea46a9e9a9821e7e51f4c08b676a765673e31103854bfd0e32ddc8e356453a10,stuck,0,tower,boss_retry_cap,400,200,40,112,64,48,441,64,48,177,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,189,11340,112,9862,23,6400,4,750,7644,3272,,,,80,[object Object],262,26,5,3,21,3,リーフリン Lv25 / つぼみラビ Lv24 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14874,14612,0.9823853704450719,1,2756,finalist
242,balanced,バランス,2069665155,50012cf8c928d7b5d81429dae2cb911fbeeeeb86a3644324079dd86c8dbc1b12,completed,1,,,400,200,40,82,51,31,326,55,27,91,7,1,12,0,0,0,0,0,16,6,0,0,1,1,5,[object Object],[object Object],0,0,0,6,115,6900,82,3330,27,8180,4,750,6299,6020,,,,80,[object Object],2389,23,5,7,21,7,ルーメンオウル Lv22 / ギアビット Lv22 / ドリモール Lv23,"[object Object],[object Object],[object Object]",5,15309,12920,0.8439480044418316,1,2058,finalist
243,collector,収集・配合,342738304,fe62f7ec01051b6b91936a48b497b8a306eb71664132832427590b41257a1787,completed,1,,,400,200,40,45,23,22,233,37,8,29,5,1,18,0,0,0,0,0,43,13,17,850,18,7,10,[object Object],[object Object],0,0,0,10,2,120,45,3037,30,21880,4,750,3499,12070,27,,,80,[object Object],13169,20,5,14,21,14,シンダーホーン Lv20 / ルーメンオウル Lv18 / クラッグベア Lv16,"[object Object],[object Object],[object Object]",5,26209,13040,0.49753901331603645,0.3888888888888889,1336,finalist
244,rush,速攻,482989135,33f16cb7b57418870d9076fd2a343bd40bdbb60cdb0e70ed304af266a9d3b247,stuck,0,tower,boss_retry_cap,400,200,40,112,63,49,394,65,47,149,0,0,7,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,188,11280,112,7318,23,6400,4,750,7696,3377,,,,80,[object Object],269,26,5,3,20,3,トゲホッグ Lv25 / プフバット Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14926,14657,0.9819777569342087,1,2613,finalist
245,balanced,バランス,2199538979,8e3ffafb2c8263a96b7a23c0d340d2a7d59e67fcb9677a12159f1008aeced283,completed,1,,,400,200,40,101,64,37,457,69,32,90,4,1,19,0,0,0,0,0,20,6,0,0,1,1,5,[object Object],[object Object],0,0,0,5,148,8880,101,3291,28,9080,5,1100,8002,6984,,,,80,[object Object],2398,25,6,7,19,7,ルミネル Lv25 / アッシュインプ Lv25 / つぼみラビ Lv25,"[object Object],[object Object],[object Object]",5,18262,15864,0.8686890811521192,1,2724,finalist
246,collector,収集・配合,3772222456,f743e94207498700bd94c06c4b040435410085cdda165f055177195ffecd2cfc,completed,1,,,400,200,40,89,55,34,556,65,24,97,13,1,23,0,0,0,0,0,31,14,46,2300,47,37,11,[object Object],[object Object],1,7,0,12,90,5400,89,7230,31,11980,5,1100,6365,9264,29,,,80,[object Object],2561,23,6,14,23,16,グルーモス Lv23 / クリスタゴン Lv23 / ルミネル Lv23,"[object Object],[object Object],[object Object]",5,19525,16964,0.8688348271446863,0.7872340425531915,2952,finalist
247,rush,速攻,105141097,e445afaaed715c3e724bfd61225a661a672c403b91b871d81897ee652a18efdb,stuck,0,tower,boss_retry_cap,400,200,40,108,60,48,404,64,44,148,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,195,11700,108,6893,23,6400,4,750,7511,2756,,,,80,[object Object],285,26,5,3,21,3,ペブロン Lv25 / リーフリン Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14741,14456,0.9806661691879791,1,2604,finalist
248,balanced,バランス,845359124,2d4b7e454dadb366e9ee472388fb30a9c718d716be33d2e022217a9aa7fdca53,completed,1,,,400,200,40,76,47,29,342,56,20,58,9,1,19,0,0,0,0,0,22,4,0,0,1,1,2,[object Object],[object Object],0,0,0,5,155,9300,76,2964,27,10120,4,750,6222,4716,,,,80,[object Object],3156,24,5,5,22,5,ルミネル Lv22 / シンドレイク Lv24 / ぷるミン Lv24,"[object Object],[object Object],[object Object]",5,17172,14016,0.8162124388539483,1,2042,finalist
249,collector,収集・配合,3673255946,8804b03a7e0cb162020e33bac9b708313ad59bee3d0e94954a0db60641966b47,completed,1,,,400,200,40,131,87,44,498,89,42,144,18,1,19,0,0,0,0,0,36,12,70,3500,71,57,10,[object Object],[object Object],0,0,0,10,94,5640,131,5990,28,8780,5,1100,9493,8468,,,,80,[object Object],1845,24,6,13,24,13,クリスタゴン Lv23 / ギアビット Lv24 / リーファウル Lv24,"[object Object],[object Object],[object Object]",5,19453,17608,0.9051560170667763,0.8028169014084507,3238,finalist
250,rush,速攻,2172861223,f54f260db9fbbe3773b58e50585cf839b0db2a63e431646da15131974fee964c,stuck,0,tower,boss_retry_cap,400,200,40,118,70,48,464,64,54,194,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,180,10800,118,9694,23,6400,4,750,7536,3701,,,,80,[object Object],265,26,5,3,21,3,リーフリン Lv25 / プフバット Lv24 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14766,14501,0.9820533658404442,1,2920,finalist
251,balanced,バランス,3221805769,bdf97ba03129132773bc1ae9482289201184d9002c3b02fa2d100b9a93fb5433,completed,1,,,400,200,40,65,40,25,277,48,17,52,10,1,20,0,0,0,0,0,21,6,0,0,1,1,4,[object Object],[object Object],0,0,0,6,124,7440,65,3245,27,10140,4,750,5265,5665,,,,80,[object Object],3130,23,5,7,20,7,グルーモス Lv23 / シンダーホーン Lv22 / リーフリン Lv23,"[object Object],[object Object],[object Object]",5,16235,13105,0.8072066522944257,1,1677,finalist
252,collector,収集・配合,1768724158,4e0d82d5eceed55eae11eee5d0dd6fb439d05956a64eaa07d82b3985bbe0f18c,completed,1,,,400,200,40,94,55,39,438,62,32,79,2,1,41,0,0,0,0,0,57,8,40,2000,41,29,6,[object Object],[object Object],0,0,0,8,60,3600,94,3278,28,10380,5,1100,5962,9367,,,,80,[object Object],2555,22,6,9,19,9,ルーメンオウル Lv22 / グルーモス Lv22 / クリスタゴン Lv21,"[object Object],[object Object],[object Object]",5,17522,14967,0.8541833124072594,0.7073170731707317,2528,finalist
253,rush,速攻,542502078,f9ac4f9add072af11da0593c35183fb05fbdcc1f5635ebf536446f65ad9e8fa0,stuck,0,tower,boss_retry_cap,400,200,40,118,66,52,471,68,50,179,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,200,12000,118,10842,23,6400,4,750,8213,3128,,,,80,[object Object],315,26,5,3,21,3,リーフリン Lv25 / つぼみラビ Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15443,15128,0.9796024088583825,1,2924,finalist
